System,System_ID,PACCAR_ID,Address,Name,City,Region,Country,Postal_Code
CASS,W,B4843,10 ARTISAN BLVD,POSI PLUS TECHNOLOGIES INC,VICTORIAVILLE,QC,CA,G6P7E4
SAP S4,SAP S4,305588,10 ARTISANS CRESCENT,CANTWELL CULLEN & COMPANY INC,LONDON,ON,CA,N5V 4N6
CASS,W,UNK,10 BAY PARK DR,LONNIE S HYDRAULIC SERVICE,TOPSHAM,ME,US,4086
SAP S4,SAP S4,305589,10 BOULEVARD BOUTHILLIER,CANADIAN TIRE ROSEMERE,ROSEMERE,QC,CA,J7A 4B4
SAP S4,SAP S4,305590,10 BOULEVARD DES CHATEAUX,PATRICE KRETZ MD INC,BLAINVILLE,QC,CA,J7B 1Z5
SAP S4,SAP S4,305591,10 BOULEVARD SEIGNEURIE EST,GROUPE TECHMEDIC INC,BLAINVILLE,QC,CA,J7C 3V5
CASS,T,20582AB,10 COMERCE PKWY,HYDRO ALUMINUM,WEST JEFFERSON,OH,US,43162
CASS,T,20582AB,10 COMMERCE PKWY,HYDRO ALUMNUM,WEST JEFFERSON,OH,US,43162
CASS,T,UNK,10 CONSTELLATION CRT,CHEMETALL CANADA LIMITED,TORONTO,ON,CA,M9W1K1
CASS,T,UNK,10 E WALTER AVE,TRUCK MOUNTS INC,GREENCASTLE,PA,US,17225
CASS,P,UNK,10 EAST SYCAMORE ST,CHANDLER REPAIR,CHASE CITY,VA,US,23924
CASS,P,UNK,10 FILMIKE WAY,TROIANO WASTE,SO PORTLAND,ME,US,4106
CASS,P,UNK,10 FILMIKE WAY,TROIANO WASTE,SOUTH PORTLAND,ME,US,4106
SAP S4,SAP S4,303120,10 FLEET PLACE,CDW LTD,LONDON,,GB,EC4M 7RB
CASS,T,UNK,10 GEAR DR,ABA-PGT INC,MANCHESTER,CT,US,6042
CASS,P,UNK,10 GILLES RD,BAYVIEW KENWORTH,FREDERICTON,XX,CA,E3C2P3
CASS,P,B231,10 GILLIS RD,BAYVIEW KENWORTH,FREDERICTON,NB,CA,E3C2P3
PTS,,B231,10 Gillis Rd,Bayview Kenworth,FREDERICTON,NB,CA    ,E3C2P3
CASS,T,UNK,10 GINEGAN DRIVE,BENDIX DEL RIO,DEL RIO,TX,US,78840
CASS,P,UNK,10 INDUSTRIESTRAAT,MACHINE FABRIEK ELBURG B.V.,ELBURG,XX,NL,8081
PPD Australia,,7006871,10 ISA WAY,Tricor Engineering,Boronia,VIC,AU    ,3155
PPD Australia,,8248888,10 KENT ROAD,EATON ELECTRIC SYSTEMS (I.R.H.) Eaton Industrial,MASCOT,NSW,AU    ,2020
CASS,P,UNK,10 KERIVAN CRT,S V S TRANSPORTATION INC,STONEY CREEK,ON,CA,L8E5P6
CASS,T,21154AA,10 LEIGH FISHER BLVD,YAZAKI NORTH AMERICA,EL PASO,TX,US,79906
CASS,P,UNK,10 MAYBROOK DR,KINEDYNE CDA,TORONTO,ON,CA,M1B
CASS,P,UNK,10 MCCARTY LANE,OSBORNE EQUIPMENT CO,JACKSON,OH,US,45640
CASS,P,UNK,10 MILL ST,GORDONS BODY SHOP INC,STEWARTSTOWN,PA,US,17363
CASS,P,STMR,10 MITHCELL COURT,STAMAR PACKAGING,ADDISON,IL,US,60101
PTS,,STMR,10 Mithcell Court,Stamar Packaging,ADDISON,IL,USA,60101
CASS,W,4731,10 N PEORIA,METAL HOSPITAL,TULSA,OK,US,74120
PTS,,4731,10 N. PEORIA,METAL HOSPITAL,TULSA,OK,USA,74120
CASS,P,UNK,10 NORPOLE RD,TOM BOWMAN,ORANGEVILLE,PA,US,17859
SAP S4,SAP S4,301342,10 PARK PLACE,MESA LABS,BUTLER,NJ,US,7403
CASS,W,7567,10 PARKWAY VIEW DR,ANIXTER FASTENERS,PITTSBURGH,PA,US,15205
SAP S4,SAP S4,13003AA,10 PPF WAY,PROD PATTERN & FOUNDRY CO,CARSON CITY,NV,US,89721
PTS,,13003AA897,10 PPF Way,Production Pattern & Foundry,CARSON CITY,NV,USA,89706
CASS,P,13003AA897,10 PPF WAY,PRODUCTION PATTERN AND FOUNDRY,MOUND HOUSE,NV,US,89706
CASS,T,13003AA,10 PPF WAY,PRODUCTION PATTERN AND FOUNDRY,MOUND HOUSE,NV,US,89706
CASS,T,13003AA,10 PPF WAY,PRODUCTION PATTERN AND FOUNDRY,MOUND HOUSE,WA,US,98424
BAAN,BAAN,13003AA,10 PPF WAY,PRODUCTION PATTERN & FOUNDRY,MOUND HOUSE,NV,US    ,89706
PTS,,13003AA,10 PPF WAY,PRODUCTION PATTERN AND FOUNDRY,MOUND HOUSE,NV,USA,89706
Winch,,8401,10 RESEARCH PARKWAY,THE MARLIN COMPANY,WALLINGFORD,CT,US,6492
SAP S4,SAP S4,303806,10 RICHGROVE DR,ANTHONY OTTOGALLI,BRAMPTON,ON,CA,L6P 1X1
CASS,T,19499AA,10 ROUTE 108,RENE MATERIAUX RENE 2,SAINT EPHREM DE BEA,QC,CA,G0M1R0
CASS,W,UNK,10 RUE DE LARTISAN,POSI PLUS TECHNOLOGIES,VICTORIAVILE,PQ,CA,G6P7E4
SAP S4,SAP S4,305592,10 RUE REJEAN,MCMCAD INC,DRUMMONDVILLE,QC,CA,J1Z 2G8
SAP S4,SAP S4,305593,10 RUE SICARD,CLUB SOCIAL KENWORTH INC,SAINTE-THERESE,QC,CA,J7E 4K9
SAP S4,SAP S4,300466,10 RUE SICARD,PACCAR OF CANADA STE. THERESE,SAINTE-THERESE,QC,CA,J7E 4K9
CASS,T,12310NC,10 RUE SICARD,PACCAR PLANT STE THERESE,STE THERESE,PQ,CA,J7E4K9
CASS,T,CA01,10 RUE SICARD,PACCAR PLANT STE THERESE,STE THERESE,QC,CA,J7E4K9
BAAN,BAAN,12310NC,"10 RUE SICARD, ST-THERESE P.O.BOX 600",COMPAGNIE KENWORTH DU CANADA,QUEBEC,QUEBEC,CA    ,J7E4K9    
PTS,,CA01,10 SICARD STREET,PACCAR CANADA - STE THERESE,ST THERESE,QC,CA    ,J7E4K9
PTS,,CM06,10 SICARD STREET,PACCAR CANADA c\o (CM06),ST THERESE,QC,CA    ,J7E4K9
CASS,T,CA01,10 SICARD STREET,PACCAR PLANT STE THERESE,STE THERESE,QC,CA,J7E4K9
CASS,T,CM06,10 SICARD STREET,PACCAR PLANT STE THERESE,STE THERESE,QC,CA,J7E4K9
CASS,T,12310NC,10 SICARD STREET,PACCAR PLANT STE THERESE,STE THERESE,QC,CA,J7E4K9
CASS,T,CM01,10 SICARD STREET,PACCAR PLANT STE THERESE,STE THERESE,QC,CA,J7E4K9
CASS,T,CA01,10 SICARD STREET,PACCAR PLANT STE THERESE,STE THERESE,QC,CA,J7E4K9
CASS,T,CM06,10 SICARD STREET,PACCAR PLANT STE THERESE,STE THERESE,QC,CA,J7E4K9
PTS,,12310NC,10 SICARD STREET,CANADIAN KENWORTH,STE THERESE,QC,CA    ,J7E 4K9
PTS,,CM01,10 SICARD STREET,PACCAR CANADA (CM01),STE THERESE,QC,CA    ,J7E 4K9
CASS,P,UNK,10 STATION ST EXT,COLLISION SHOPPE,LOYALHANNA,PA,US,15661
CASS,P,UNK,10 SUN PAC BLVD,RB&W CORPORATION,BRAMPTON,XX,CA,L6S4R5
SAP S4,SAP S4,302381,10 THOMAS,FUTEK ADVANCED SENSOR,IRVINE,CA,US,92618
SAP S4,SAP S4,302712,10 W 35TH STREET,ILLINOIS INSTITUTE OF TECHNOLOGY,CHICAGO,IL,US,60616
SAP S4,SAP S4,302482,10 WATER STREET,SIGNALQUEST,LEBANON,NH,US,03766-0000
KW Australia,,7007637,10/128 Canterbury Road,Churchill Logistics,Kilsyth,VIC,AU    ,
PPD Australia,,7824356,10/9 BRAND DRIVE,KIRG IMPORTERS & DISTRIBUTORS,Thomastown,VIC,AU    ,3074
SAP S4,SAP S4,W696,100 1/2 WAL-MART DR,WAL-MART - WOODLAND,WOODLAND,PA,US,16881
CASS,P,UNK,100 1195 WALLACE AVE,PETERBILT,LISTOWEL,ON,CA,N4W3M6
SAP S4,SAP S4,302875,100 23RD AVE S,CATHOLIC COMMUNITY SERVICES,SEATTLE,WA,US,98144-2302
CASS,D,UNK,100 3RD AVE DOCK AT ENJ,FEDEX FREIGHT,ELIZABETHPORT,NJ,US,7206
CASS,P,K961 002,100 3RD ST,KENTWOOD AUTO PARTS,KENTWOOD,LA,US,70444
CASS,T,UNK,100 ABBEY PLACE,CROUCHS WRECKER SALES,KINGSTON SPRINGS,TN,US,37082
CASS,P,UNK,100 AINA LAKO RD,DIAMOND R WRENCH,HILO,HI,US,96720
CASS,T,10808AA,100 ALLANSON RD,MACLEAN FOGG COMPANY,MUNDELEIN,IL,US,60060
PTS,,10808AA,100 ALLANSON RD,MACLEAN - FOGG COMPANY,MUNDELEIN,IL,USA,60060
CASS,P,UNK,100 ALLIED DRIVE,CUMMINS,DEDHAM,MA,US,2026
CASS,T,80094AA,100 ANCHOR RD,FILTER SPECIALTIES,MICHIGAN,IN,US,46360
PTS,,80094AA,100 ANCHOR RD.,FILTER SPECIALTIES,MICHIGAN,IN,USA,46360
SAP S4,SAP S4,300216,100 ARAPAHOE AVE SUITE 14,MIDRANGE PERFORMANCE GROUP INC,BOULDER,CO,US,80302
CASS,P,UNK,100 ARROW ROAD,12 GAUGE CUSTOMS,GUELPH,XX,CA,N1K1T4
PPD Australia,,7008013,100 AUSTRALIS DRIVE,Uptime Truck & Trailer Services Pty Ltd,DERRIMUT,VIC,AU    ,3030
CASS,D,UNK,100 AUTOMATION WAY,MOTOMAN,MIAMISBURG,OH,US,45342
CASS,T,31551AA,100 AVE A,WASTE MANAGMENT,NEWARK,NJ,US,7114
CASS,W,UNK,100 AVENUE AUGUSTE FERRIER,CATERPILLAR FRANCE S A S,ECHIROLLES,XX,FR,381130
CASS,T,CEVATERM,100 AVIATION AVE,CEVA FREIGHT MANAGEMENT,ROCHESTER,NY,US,14824
CASS,T,27151AA,100 BADGER DRIVE,BADGER INDUSTRIES,ZELIENOPLE,PA,US,16063
PTS,,27151AA,100 BADGER DRIVE,BADGER INDUSTRIES,ZELIENOPLE,PA,USA,16063
BAAN,BAAN,25934AA,100 BISCAYNE BLVD. SUITE 1315,AW-TRONICS LLC,"MIAMI				",FL,US    ,33131
CASS,P,UNK,100 BONNIE DR,RAPID PALLET,JERMYN,PA,US,18433
SAP S4,SAP S4,307356,100 BOULEVARD ALEXIS NIHON,ELECTRO SONIC,MONTREAL,QC,CA,H4M 2N7
SAP S4,SAP S4,305594,100 BOULEVARD ALEXIS-NIHON,BELL NORDIC INC,MONTREAL,QC,CA,H4M 2N9
SAP S4,SAP S4,307373,100 BOULEVARD ALEXIS-NIHON,STANTEC EXPERT-CONSEILS LTEE,SAINT-LAURENT,QC,CA,H4M 2N6
CASS,T,UNK,100 BOXART STREET,CJK THERMOFOAMING SOLUTIONS L,ROCHESTER,NY,US,14612
CASS,W,8066,100 BOYCE ST,LOUISINA MACHINERY,BROUSSARD,LA,US,70518
SAP S4,SAP S4,304139,100 BOYES BLVD,SONOMA HOTEL OPERATOR INC,SONOMA,CA,US,95476
SAP S4,SAP S4,305303,100 BOYES BLVD,SONOMA HOTEL OPERATORS INC,SONOMA,CA,US,95476
CASS,T,02660CC,100 BRILEY CORNERS SUITE 100,BRIDGESTONE FIRESTONE,NASHVILLE,TN,US,37214
PTS,,02660CC,100 BRILEY CORNERS SUITE 100,BRIDGESTONE/FIRESTONE,NASHVILLE,TN,USA,37214
CASS,P,C977048,100 BUCKSHOLLOW RD,J R CUSTOM TRUCK,MAHOPAC,NY,US,10541
CASS,D,UNK,100 C BLVD ST,PACCAR OF CANADA LTD,ST MARTIN WEST,QC,GA,H7S1M
SAP S4,SAP S4,14854AB,100 CAMPUS DRIVE,BASF CORPORATION,FLORHAM PARK,NJ,US,07932-1006
CASS,P,05315AD655,100 CARR RD,DETROIT METAL PRODUCTS,LEBANON,MO,US,65536
CASS,W,UNK,100 CATERPILLAR DR,PUCKETT MACHINERY,FLOWOOD,MS,US,39232
CASS,P,UNK,100 CENTER AVE,PACCAR PARTS DIVISION PBX TRUCK,BLUMENORT,MB,CA,R0A0C0
SAP S4,SAP S4,W003,100 CENTER AVE,PBX TRUCK SERVICE INC,BLUMENORT,MB,CA,R0A 0C0
SAP S4,SAP S4,305123,100 CENTURYLINK DRIVE,CENTURYLINK INC,MONROE,LA,US,71203
SAP S4,SAP S4,14235AA,100 CHAMBER DR.,"VITATOE INDUSTRIES, INC.",CHILLICOTHE,OH,US,45601
CASS,T,KC03,100 CHAMBER DRIVE,VITATOE INC,CHILLICOTHE,OH,US,45601
CASS,T,14235AA,100 CHAMBER DRIVE,VITATOE INC,CHILLICOTHE,OH,US,45601
PTS,,KC03,100 CHAMBER DRIVE,KW CHILLICOTHE c\o VITATOE (KC03),CHILLICOTHE,OH,USA,45601
PTS,,14235AA,100 Chamber Drive,VITATOE INC,CHILLICOTHE,OH,USA,45601
CASS,P,UNK,100 CLOVERLEAF DR,DEALER SVC,WINSTON SALEM,NC,US,27103
SAP S4,SAP S4,302609,100 COLONY SQUARE,WILLIS OF SEATTLE INC,ATLANTA,GA,US,30361
CASS,P,UNK,100 COMMERCE DR,HACHIK DISTRIBUTORS,ASTON,PA,US,19014
SAP S4,SAP S4,K855,100 COMMERCE DR,KW OF BUFFALO,BUFFALO,NY,US,14218
CASS,P,K855001,100 COMMERCE DR,PACCAR DEALERSHIPS,LACKAWANNA,NY,US,14218
CASS,P,K855,100 COMMERCE DRIVE,KENWORTH OF BUFFALO NY INC,BUFFALO,NY,US,14218
PTS,,K855,100 Commerce Drive,Kenworth of Buffalo,BUFFALO,NY,USA,14218
SAP S4,SAP S4,K960,100 COMMERCE DRIVE,KW OF SO LOUISIANA,GRAY,LA,US,70359
SAP S4,SAP S4,300937,100 COMMERCE WAY,VAISALA INC,WOBURN,MA,US,1801
CASS,P,UNK,100 CONWAY LN,CONWAY DIESEL,EVERGREEN,AL,US,36401
SAP S4,SAP S4,301029,"100 CUMMINGS CENTER, SUITE 206L",OXFORD GLOBAL RESOURCES LLC,BEVERLY,MA,US,1915
CASS,T,UNK,100 DAIRY RD,WSU  RECS AND DELIVERY,PULLMAN,WA,US,99164
SAP S4,SAP S4,306832,100 DAYTON AVE,HACH COMPANY,AMES,IA,US,50010-0907
SAP S4,SAP S4,300330,100 DUNBAR STE 402,PALMETTO HOSP OF BELLEVUE LLC,SPARTANBURG,SC,US,29306
SAP S4,SAP S4,300860,100 DUNBAR STREET,PALMETTO HOSPITALITY OF BELLEVUE,SPARTANBURG,SC,US,29306
CASS,T,12436EA,100 DUNN RD,PARKER HANNIFIN,LYONS,NY,US,14489
PTS,,12436EA,100 DUNN RD,PARKER HANNIFIN,LYONS,NY,USA,14489
SAP S4,SAP S4,300069,100 E 7TH AVENUE,"HOSTBRIDGE TECHNOLOGY, LLC",STILLWATER,OK,US,74074
CASS,T,23621AA,100 E GRAHAM PL,HASKEL INTERNATION INC,BURBANK,CA,US,91502
PTS,,23621AA,100 E GRAHAM PL,HASKEL INTERNATION INC,BURBANK,CA,USA,91502
CASS,P,UNK,100 E MAIN ST,BASIN COLLISION,VERNAL,UT,US,84078
SAP S4,SAP S4,304675,100 E SAN MARCOS BLVD STE 400,APPLIED DATE SYSTEMS,SAN MARCOS,CA,US,92069
SAP S4,SAP S4,304321,100 EAGLE DR,O'REILLY AUTO PARTS,DENTON,TX,US,76205
CASS,T,UNK,100 EAST ASCOT LANE,BECKER PUMPS CORP,CUYAHOGA FALLS,OH,US,44223
CASS,T,79916AA,100 EAST GLENSIDE AVE,SOLAR LIGHT,GLENSIDE,PA,US,19038
PTS,,79916AA,100 EAST GLENSIDE AVE,SOLAR LIGHT,GLENSIDE,PA,USA,19038
SAP S4,SAP S4,302785,"100 EDGEWOOD AVENUE, NE",UNITED WAY OF METROPOLITAN ATLANTA,ATLANTA,GA,US,30303
CASS,T,FEDEXTERM,100 ENTERPRISE DR,FED EX,NEWBURGH,NY,US,12550
CASS,P,UNK,100 EXECUTIVE CTR DR STE 2,REXNORD,COLUMBIA,SC,US,29210
CASS,W,1592,100 FACTORY ST,CROSS MFG INC,LEWIS,KS,US,67552
Winch,,1592,100 FACTORY ST / P O BOX 67,CROSS MFG INC,LEWIS,KS,US,67552
PTS,,1592,100 FACTORY ST / P O BOX 67,CROSS MFG INC,LEWIS,KS,USA,67552
SAP S4,SAP S4,303303,100 FIRST STREET SUITE 1600,ANDERSEN TAX HOLDINGS LLC,SAN FRANCISCO,CA,US,94105
CASS,T,UNK,100 FM 148,PREFERRED,TERRELL,TX,US,75160
CASS,T,07751AA,100 GANDO DRIVE,TRANSPO,NEW HAVEN,CT,US,6508
PTS,,07751AA,100 GANDO DRIVE,TRANSPO,NEW HAVEN,CT,USA,6508
CASS,P,UNK,100 GATEWAY GLOBAL DRIVE,MACK TRUCK BYHALIA,BYHALIA,MS,US,38611
SAP S4,SAP S4,304425,100 GLOBAL VIEW DR STE 200,GRAY MATTER SYSTEMS LLC,WARRENDALE,PA,US,15086
CASS,T,UNK,100 GRACE BLVD,NEW MORGAN CORP CENTER,MORGANTOWN,PA,US,19543
SAP S4,SAP S4,302769,100 GRANT STREET,ST NORBERT COLLEGE,DE PERE,WI,US,54115
SAP S4,SAP S4,304603,100 GREAT OAKS BLVD STE 140,GREEN FOREVER LLC,SAN JOSE,CA,US,95153
CASS,T,UNK,100 GREAT SOUTHWEST PKWY,ASHLEY SLING INC,ATLANTA,GA,US,30336
SAP S4,SAP S4,300472,100 GROSSMAN DR 4TH FLOOR,EPIC AERO INC,BRIANTREE,MA,US,2184
SAP S4,SAP S4,304741,100 HARWOOD RD #300,HIRED HANDS INC,HURST,TX,US,76054
PPD Australia,,7007740,100 HASSALL STREET,ITW AAMTECH (Applied),WETHERILL PARK DC,NSW,AU    ,2164
CASS,P,UNK,100 HEDSTROM DRIVE,BALL BOUNCE AND SPORT,ASHLAND,OH,US,44805
CASS,W,8258,100 HELIPORT LOOP,RISH EQUIPMENT CO,BRIDGEPORT,WV,US,26330
CASS,T,UNK,100 HILL ST,NORTON HAULING,NORTON,MA,US,2766
CASS,T,20332AA,100 HOLIDAY DRIVE,LITEFLEX LLC,ENGLEWOOD,OH,US,45322
PTS,,20332AA,100 HOLIDAY DRIVE,LITEFLEX LLC,ENGLEWOOD,OH,USA,45322
PTS,,21360AA,100 HOLIDAY DRIVE,LITEFLEX LLC,ENGLEWOOD,OH,USA,45322
CASS,T,21158AB,100 HOLLINGER CRESCENT,TELEFLEX GFI CONTROL SYSTEMS,KITCHENER,ON,CA,N2K2Z3
SAP S4,SAP S4,21224AD,100 HOLLINGER CRESCENT,WESTPORT POWER INC.,KITCHENER,ON,CA,N2K 2Z3
PTS,,21158AB,100 HOLLINGER CRESCENT,TELEFLEX GFI CONTROL SYSTEMS,KITCHENER,ON,CA    ,N2K2Z3
PTS,,21224AD100,100 Hollinger Crescent,Westport Power,KITCHENER,ON,CA    ,N2K 2Z3
PPD Australia,,6250285,100 HOLLINGER CRESCENT,GFI CONTROL SYSTEMS,KITCHENER,ON,CA    ,N2K-2Z3
CASS,P,UNK,100 HOLLINGER CRESENT,WESTPORT POWER,KITCHNER,ON,CA,N2K2Z3
CASS,T,01355AA,100 HOMAN DRIVE,AUTO VEHICLE PARTS CO,COLD SPRINGS,KY,US,41076
PTS,,01355AA,100 HOMAN DRIVE,AUTO VEHICLE PARTS CO,COLD SPRINGS,KY,USA,41076
CASS,P,UNK,100 HUFFMAN RD,GIBSON TRUCK SALES,BROKEN BOW,OK,US,74728
CASS,P,H520,100 HUNTER WAY,HUNTER PETE RBILT,SMITHFIELD,PA,US,15478
CASS,P,H520,100 HUNTER WAY,HUNTER PETERBILT,SMITHFIELD,PA,US,15478
PTS,,H520,100 Hunter Way,Hunter Peterbilt,SMITHFIELD,PA,USA,15478
SAP S4,SAP S4,Y866,100 HUNTERS WAY,HUNTER TRUCK - UNIONTOWN DSFW,SMITHFIELD,PA,US,15478
SAP S4,SAP S4,H520,100 HUNTER'S WAY,HUNTER TRUCK - UNIONTOWN,SMITHFIELD,PA,US,15478
SAP S4,SAP S4,304934,100 INDIAN LANE,SANGER HIGH SCHOOL,SANGER,TX,US,76266
CASS,T,UNK,100 INDUSTRIAL WAY,L&W MACHINE TOOL REBUILDING,SCOTTDALE,PA,US,15683
SAP S4,SAP S4,304943,100 INDUSTRY DR,ATI TRUCKING LLC,PITTSBURGH,PA,US,15275
SAP S4,SAP S4,307164,100 INDUSTRY DRIVE,ATI TRUCKING LLC,PITTSBURGH,PA,US,15275
CASS,W,1592,100 JAMES H CROSS BLVD,CROSS MFG INC,LEWIS,KS,US,67552
CASS,T,01674AS,100 JESSICA DRIVE,BENDIX CVS CO TRANS EXPEDITE,DEL RIO,TX,US,78841
SAP S4,SAP S4,304633,100 KAY INDUSTRIAL DR,LEONI ENG PROD & SERV,LAKE ORION,MI,US,48359
CASS,T,20082AB,100 KAY INDUSTRIAL DR,LEONI ENGINEERING,LAKE ORION,MI,US,48359
CASS,T,KC03,100 KENWORTH DR,KENWORTH TRUCK,CHILLICOTHE,OH,US,45601
CASS,W,3227,100 KEY LANE,KEY BELLEVILLES INC,LEECHBURGH,PA,US,15656
Winch,,3227,100 KEY LANE,"KEY BELLEVILLES, INC",LEECHBURGH,PA,US,15656-9531
PTS,,3227,100 KEY LANE,"KEY BELLEVILLES, INC",LEECHBURGH,PA,USA,15656
SAP S4,SAP S4,300476,100 KING STREET WEST SUITE 4700,WILLIS CANADA INC,TORONTO,ON,CA,M5X 1E4
CASS,P,UNK,100 LAMONT ST,BROOKFIELD RESOURCE,ELMSFORD,NY,US,10523
CASS,W,4688,100 LASER COURT,BASARAN GRINDERS OVERBECK,HAUPPAUGE,NY,US,11788
Winch,,4688,100 LASER COURT,BASARAN GRINDERS/ OVERBECK,HAUPPAUGE,NY,US,11788
PTS,,4688,100 LASER COURT,BASARAN GRINDERS/ OVERBECK,HAUPPAUGE,NY,USA,11788
CASS,P,03497CC150,100 LOGANS FERRY RD,CHEVRON INC,NEW KENSINGTON,PA,US,15068
PTS,,03497CC150,100 Logans Ferry RD,Chevron Inc,NEW KENSINGTON,PA,USA,15068
CASS,P,UNK,100 LUSHER AVE,JASON INDUSTRIES,ELKHART,IN,US,46517
CASS,P,UNK,100 MANLLEY ST,TRUCK CONNECTION,W BRIDGEWATER,MA,US,2379
CASS,T,UNK,100 MATSONFORD RD,SYNOVOS INC,RADNOR,PA,US,19087
CASS,T,UNK,100 MAYFIELD AVE,WAYMO,MOUNTAIN VIEW,CA,,94043
CASS,P,UNK,100 MIFFLIN DR,UNIVERSAL PROJECTS INC,WRIGHTSVILLE,PA,US,17368
SAP S4,SAP S4,302818,100 MILL STREET,YMCA OF ROSS COUNTY,CHILLICOTHE,OH,US,45601
CASS,W,794,100 MOREY DRIVE,THE MOREY CORPORATION,WOODRIDGE,IL,US,60517
PTS,,794,100 MOREY DRIVE,THE MOREY CORPORATION,WOODRIDGE,IL,USA,60517
CASS,T,20530,100 MSC DR,MSC INDUSTRIAL SUPPLY CO,JONESTOWN,PA,US,17038
SAP S4,SAP S4,300480,100 N  BOWLING ST,REGINA RIDENOUR,CLINTON,TN,US,37716
CASS,P,UNK,100 N CARTER RD,TRAVEL CENTERS OF AMERICA,ASHLAND,VA,US,23005
CASS,P,UNK,100 N DECATUR ST,PACIFIC VENEER LTD,ABERDEEN,WA,US,98520
CASS,W,UNK,100 N LOTTLE AV,TRIANGLE EXPRESS,OKLAHOMA CITY,OK,US,73117
CASS,T,UNK,100 N MAIN,JOHNSON MATERIAL HANDLING,HACKETT,AR,US,72937
SAP S4,SAP S4,306831,100 N PLAZA BLVD,HAMPTON INN & SUITES,CHILLICOTHE,OH,US,45601
SAP S4,SAP S4,302793,100 N UNIVERSITY DRIVE,UNIVERSITY OF CENTRAL OKLAHOMA,EDMOND,OK,US,73034
PTS,,1200,100 N. E. ADAMS STREET,1200,PEORIA,IL,USA,61629
PTS,,3075,100 N.E. ADAMS STREET,CAT. TRAINING INST. COM'L DIV,PEORIA,IL,USA,61629
PTS,,03239BH,100 NE ADAMS ST,CATERPILLAR INC,PEORIA,IL,USA,61629
CASS,W,1200,100 NE ADAMS STREET,CATERPILLAR INC,PEORIA,IL,US,61629
CASS,W,3075,100 NE ADAMS STREET,CATERPILLAR INC,PEORIA,IL,US,61629
CASS,T,03239BH,100 NE ADAMS STREET,CATERPILLAR INC,PEORIA,IL,US,61629
SAP S4,SAP S4,307407,100 NORTH DRIVE,HAMPTON INN & SUITES,CHILLICOTHE,OH,US,45601
SAP S4,SAP S4,304293,100 NORTH MAIN ST,JOHNSON MAT'L HAND SYS,HACKETT,AR,US,72937
SAP S4,SAP S4,300485,"100 NORTH MAIN ST, ROOM 203",ANDERSON COUNTY TRUSTEE,CLINTON,TN,US,37716
BAAN,BAAN,08322AB,100 NORTHFORK LANE,HOGEBUILT,GOODLETTSVILLE,TN,US    ,37072
PTS,,08322AB370,100 Northfork Lane,Hogebuilt-Marmon Highway Tech,GOODLETTSVILLE,TN,USA,37072
CASS,T,08322AB,100 NORTHFORK LN,HOGEBUILT,GOODLETTSVILLE,TN,US,37072
SAP S4,SAP S4,302377,"100 OAKDALE CAMPUS, SUITE 225 TIC",INNOMATIXLLC,IOWA CITY,IA,US,52242
CASS,T,UNK,100 OLMSTEAD DR,FEDEX EXPRESS MDTR,MIDDLETOWN,PA,US,17057
CASS,P,UNK,100 OWEN CT,LOFTIN BROS TRANS,MONTGOMERY,AL,US,36108
CASS,T,02778BB,100 PACQUIN ROAD,PHILLIPS & TEMRO AUTOMOTIVE,WINNIPEG,MB,CA,R3C2V3
CASS,D,02278BW,100 PACQUIN ROAD,PHILLIPS & TEMRO AUTOMOTIVE,WINNIPEG,MB,CA,R2J3V4
PTS,,02778BB,100 PACQUIN ROAD,PHILLIPS & TEMRO AUTOMOTIVE,WINNIPEG,MB,CA    ,R3C2V3
PTS,,02778BW,100 PACQUIN ROAD,PHILLIPS & TEMRO AUTOMOTIVE,WINNIPEG,MB,CA    ,R2J2V4
PTS,,02278BW,100 Paquin Rd,Phillips & Temro Industrial,WINNIPEG,MB,CA    ,R2J 3V4
CASS,D,12436DD,100 PARKER DR,PARKER HANNIFIN CORP,OTSEGO,MI,US,49078
CASS,T,50193AA,100 PARRY ST,KINGSTON METAL SPECIALTY,LUZERNE,PA,US,18709
PTS,,50193AA,100 PARRY ST,KINGSTON METAL SPECIALTY,LUZERNE,PA,USA,18709
PTS,,C370,100 PIT STOP TRACE,Performance Kenworth-Buda,AUSTIN,TX,USA,78610
SAP S4,SAP S4,C370,100 PIT STOP TRACE,PERFORMANCE KENWORTH BUDA,BUDA,TX,US,78610
CASS,P,C370,100 PIT STOP TRACE,PERFORMANCE KENWORTH-BUDA,BUDA,TX,US,78610
CASS,P,S049,100 PIT STOP TRACE,PERFORMANCE KENWORTH-BUDA,BUDA,TX,US,78610
CASS,P,C370,100 PIT STOP TRACE,PERFORMANCE KENWORTH-BUDA,BUDA,TX,US,78610
CASS,T,08194FC,100 PROGRESS DR W,HENRICKSON INTERNATIONAL,KENDALLVILLE,IN,US,46755
CASS,P,UNK,100 PROGRESS ROAD,LANDSBERG TORONTO,LOMBARD,IL,US,60148
CASS,T,UNK,100 PROGRESS WAY,DIVERSIFIED PATTERN,AVILLA,IN,US,46710
CASS,P,UNK,100 RADISON AVE,RM BELANGER,CHELMSFORD,ON,CA,P0M1L0
CASS,T,UNK,100 RANSLER DRIVE,WASTE MANAGEMENT OF NY LLC,WEST SENECA,NY,US,14224
CASS,T,UNK,100 RANSLER DRIVE,WASTE MANAGEMENT OF NY LLC,WEST SENECA,NY,US,14224
